TS,m,sem,h,N,X,Tmax,Tmin,IntTem,Tmed,Vmax,Vmin,Intvel,Vmed,oil,Presion,Peso,Retraso,tempsuelo
41902,9,7,0,26041,17067,9.49,7.05,0.161,8.41,6.95,6.91,0.003,6.93,7.4,15.4,1013.4,0,68
41902.0416666667,9,7,1,26042,17068,6.8,4.85,0.185,5.95,6.98,6.95,0.002,6.96,6,14,1014,0.1,74
41902.0833333333,9,7,2,26043,17069,10.2,5.39,0.344,8.22,6.99,6.98,0.001,6.98,7,13.7,1014.3,0.1,75.3
41902.125,9,7,3,26044,17070,3.78,3.06,0.125,3.5,7.03,7,0.002,7.01,8,13.4,1014.6,0.1,76.6
41902.1666666667,9,7,4,26045,17071,3.36,2.8,0.106,3.04,7.04,7.02,0.002,7.03,9,13,1015,0,78
41902.2083333333,9,7,5,26046,17072,3.77,3.14,0.098,3.44,7.05,7.04,0.001,7.04,8.7,12.3,1015,0,80.7
41902.25,9,7,6,26047,17073,4.45,3.51,0.119,3.98,7.05,7.05,0,7.05,8.4,11.6,1015,0,83.4
41902.2916666667,9,7,7,26048,17074,7.4,4.44,0.261,6.01,7.05,7.04,0.001,7.05,8,11,1015,0,86
41902.3333333333,9,7,8,26049,17075,14.77,8.5,0.275,11.72,7.04,6.98,0.004,7.01,7.3,10.7,1015.3,0,87.7
41902.375,9,7,9,26050,17076,22.45,16.08,0.168,19.23,6.97,6.9,0.005,6.94,6.6,10.4,1015.6,0,89.4
41902.4166666667,9,7,10,26051,17077,26.54,21.17,0.159,22.9,6.9,6.86,0.004,6.88,6,10,1016,0,91
41902.4583333333,9,7,11,26052,17078,27.3,20.96,0.184,23.05,6.86,6.85,0.001,6.86,7,12.7,1016.3,0,81.3
41902.5,9,7,12,26053,17079,26.89,15.69,0.418,18.96,6.91,6.85,0.005,6.89,8,15.4,1016.6,0,71.6
41902.5416666667,9,7,13,26054,17080,15.89,13.23,0.111,14.88,6.93,6.92,0.001,6.93,9,18,1017,0,62
41902.5833333333,9,7,14,26055,17081,14.65,13.34,0.048,14.01,6.94,6.93,0.001,6.93,10.7,19.7,1017,0,56.3
41902.625,9,7,15,26056,17082,15.5,14.44,0.037,14.95,6.92,6.92,0.001,6.92,12.4,21.4,1017,0,50.6
41902.6666666667,9,7,16,26057,17083,15.57,12.59,0.148,13.56,6.94,6.92,0.002,6.93,14,23,1017,0,45
41902.7083333333,9,7,17,26058,17084,12.91,11.12,0.08,12.09,6.95,6.94,0.001,6.94,14,23.3,1016.7,0,42.3
41902.75,9,7,18,26059,17085,13.22,10.65,0.125,12.18,6.95,6.93,0.002,6.94,14,23.6,1016.4,0,39.6
41902.7916666667,9,7,19,26060,17086,12.16,10.31,0.085,11.26,6.97,6.95,0.001,6.96,14,24,1016,0,37
41902.8333333333,9,7,20,26061,17087,12.28,10.05,0.104,11.12,6.97,6.96,0.001,6.96,11.3,22,1016.3,0,42
41902.875,9,7,21,26062,17088,12.61,11.14,0.062,11.88,6.96,6.95,0.001,6.96,8.6,20,1016.6,0,47
41902.9166666667,9,7,22,26063,17089,12.75,11.14,0.069,11.93,6.96,6.95,0.001,6.96,6,18,1017,0,52
41902.9583333333,9,7,23,26064,17090,15.89,10.02,0.269,12.52,6.98,6.97,0.001,6.97,5.7,16.3,1017.7,0,56.7
41903,9,1,0,26065,17091,13.31,7.82,0.378,9.66,7.01,6.99,0.002,7,5.4,14.6,1018.4,0,61.4
41903.0416666667,9,1,1,26066,17092,7.31,4.88,0.227,5.96,7.03,7.01,0.001,7.02,5,13,1019,0,66
41903.0833333333,9,1,2,26067,17093,10.87,5.34,0.413,9.09,7.04,7.03,0.001,7.03,5,12.7,1019,0,69.7
41903.125,9,1,3,26068,17094,10.6,3.69,0.512,7.56,7.06,7.04,0.001,7.05,5,12.4,1019,0,73.4
41903.1666666667,9,1,4,26069,17095,9.72,3.24,0.513,6.65,7.07,7.06,0.001,7.07,5,12,1019,0,77
41903.2083333333,9,1,5,26070,17096,10.41,3.57,0.588,6.56,7.08,7.07,0.001,7.07,5,11.7,1019,0,78
41903.25,9,1,6,26071,17097,10.23,4.08,0.483,6.9,7.09,7.08,0.001,7.08,5,11.4,1019,0,79
41903.2916666667,9,1,7,26072,17098,8.08,4.31,0.379,5.86,7.08,7.08,0.001,7.08,5,11,1019,0,80
41903.3333333333,9,1,8,26073,17099,11.44,6,0.334,9.01,7.08,7.04,0.002,7.06,5,10.7,1019,0,80.7
41903.375,9,1,9,26074,17100,20.87,11.89,0.29,16.75,7.03,6.96,0.006,6.99,5,10.4,1019,0,81.4
41903.4166666667,9,1,10,26075,17101,21.64,20.03,0.041,20.89,6.95,6.91,0.004,6.93,5,10,1019,0,82
41903.4583333333,9,1,11,26076,17102,22.79,20.06,0.084,21.02,6.9,6.88,0.001,6.89,5.3,13.3,1019,0,71.3
41903.5,9,1,12,26077,17103,20.12,16.89,0.113,18.08,6.92,6.89,0.002,6.91,5.6,16.6,1019,0,60.6
41903.5416666667,9,1,13,26078,17104,14.8,13.58,0.046,14.15,6.95,6.93,0.001,6.94,6,20,1019,0,50
41903.5833333333,9,1,14,26079,17105,13.87,12.26,0.071,13.2,6.95,6.94,0.001,6.95,5.7,22,1018.7,0,44.7
41903.625,9,1,15,26080,17106,14.31,13.1,0.056,13.55,6.95,6.95,0,6.95,5.4,24,1018.4,0,39.4
41903.6666666667,9,1,16,26081,17107,13.79,11.86,0.079,12.78,6.98,6.95,0.002,6.96,5,26,1018,0,34
41903.7083333333,9,1,17,26082,17108,12.3,10.05,0.119,10.99,6.98,6.98,0,6.98,6.3,26,1017.3,0.1,35
41903.75,9,1,18,26083,17109,12.87,12.07,0.044,12.33,6.99,6.98,0.001,6.98,7.6,26,1016.6,0.2,36
41903.7916666667,9,1,19,26084,17110,11.66,10.34,0.062,11.02,6.99,6.98,0.001,6.99,9,26,1016,0.3,37
41903.8333333333,9,1,20,26085,17111,14.13,10.14,0.183,11.94,6.98,6.95,0.003,6.97,10.7,23.3,1016,0.4,46
41903.875,9,1,21,26086,17112,15.22,13.26,0.077,14.13,6.94,6.94,0.001,6.94,12.4,20.6,1016,0.5,55
41903.9166666667,9,1,22,26087,17113,15.9,11.89,0.199,13.26,6.97,6.93,0.003,6.95,14,18,1016,0.7,64
41903.9583333333,9,1,23,26088,17114,14.6,10.79,0.174,13.06,6.99,6.97,0.002,6.98,13,16.7,1016.7,0.6,71
41904,9,2,0,26089,17115,12.82,5.73,0.513,8.47,7,6.98,0.002,6.99,12,15.4,1017.4,0.5,78
41904.0416666667,9,2,1,26090,17116,7.32,5.33,0.198,6.66,7,6.98,0.002,6.99,11,14,1018,0.4,85
41904.0833333333,9,2,2,26091,17117,14.98,7.95,0.332,11.91,6.99,6.94,0.005,6.95,10,14,1018,0.6,86.7
41904.125,9,2,3,26092,17118,12.91,7.71,0.264,10.49,6.95,6.87,0.006,6.91,9,14,1018,0.8,88.4
41904.1666666667,9,2,4,26093,17119,19.92,9.13,0.38,14.72,6.93,6.83,0.01,6.87,8,14,1018,0.9,90
41904.2083333333,9,2,5,26094,17120,20.26,11.7,0.315,15.4,6.89,6.81,0.007,6.84,8.3,14,1017.7,2.1,91
41904.25,9,2,6,26095,17121,15.68,6.63,0.407,11.14,6.92,6.89,0.003,6.9,8.6,14,1017.4,3.3,92
41904.2916666667,9,2,7,26096,17122,15.34,8.39,0.313,12.21,6.93,6.89,0.003,6.91,9,14,1017,4.5,93
41904.3333333333,9,2,8,26097,17123,19.82,13.85,0.203,17.39,6.89,6.86,0.002,6.88,8.7,14,1016.7,4,92.7
41904.375,9,2,9,26098,17124,21.31,18.76,0.074,19.84,6.88,6.85,0.002,6.87,8.4,14,1016.4,3.5,92.4
41904.4166666667,9,2,10,26099,17125,20.88,19.01,0.052,19.84,6.86,6.85,0.001,6.86,8,14,1016,2.9,92
41904.4583333333,9,2,11,26100,17126,19.28,17.52,0.051,18.46,6.88,6.87,0.002,6.87,8,15,1016.3,2.3,88.7
41904.5,9,2,12,26101,17127,16.91,14.76,0.077,15.99,6.9,6.89,0.001,6.89,8,16,1016.6,1.7,85.4
41904.5416666667,9,2,13,26102,17128,15.29,13.43,0.066,14.34,6.92,6.9,0.001,6.91,8,17,1017,1.1,82
41904.5833333333,9,2,14,26103,17129,17.34,14.35,0.1,15.94,6.91,6.87,0.003,6.89,7.3,18.7,1016.7,1.1,75
41904.625,9,2,15,26104,17130,19.08,17.74,0.046,18.25,6.86,6.84,0.002,6.85,6.6,20.4,1016.4,1.1,68
41904.6666666667,9,2,16,26105,17131,18.6,15.17,0.135,16.38,6.9,6.85,0.004,6.88,6,22,1016,1.2,61
41904.7083333333,9,2,17,26106,17132,15.57,13.25,0.109,14.04,6.91,6.9,0.001,6.91,8.3,22,1015.3,1.6,60.3
41904.75,9,2,18,26107,17133,17.05,11.91,0.257,13.56,6.93,6.92,0.001,6.93,10.6,22,1014.6,2,59.6
41904.7916666667,9,2,19,26108,17134,15.98,10.82,0.241,12.87,6.95,6.94,0.001,6.94,13,22,1014,2.3,59
41904.8333333333,9,2,20,26109,17135,14.24,11.98,0.095,13.24,6.95,6.91,0.002,6.93,12.7,20.3,1014.3,2.1,66.7
41904.875,9,2,21,26110,17136,15.42,12.72,0.123,14.51,6.92,6.89,0.003,6.9,12.4,18.6,1014.6,1.9,74.4
41904.9166666667,9,2,22,26111,17137,14.43,12.63,0.072,13.61,6.94,6.89,0.003,6.92,12,17,1015,1.7,82
41904.9583333333,9,2,23,26112,17138,11.2,9.23,0.133,9.88,6.97,6.95,0.002,6.96,12,16,1015.3,1.2,86.3
41905,9,3,0,26113,17139,9.35,5.57,0.253,7.46,7.01,6.98,0.002,6.99,12,15,1015.6,0.7,90.6
41905.0416666667,9,3,1,26114,17140,5.86,2.98,0.379,4.25,7.03,7.01,0.001,7.02,12,14,1016,0.1,95
41905.0833333333,9,3,2,26115,17141,12.1,3.49,0.623,9.26,7.02,7,0.001,7.01,11,13.7,1016,0.1,95.3
41905.125,9,3,3,26116,17142,8.13,6.04,0.164,6.98,7.01,6.97,0.003,7,10,13.4,1016,0.1,95.6
41905.1666666667,9,3,4,26117,17143,7.79,5.86,0.149,6.78,7.01,6.97,0.004,6.99,9,13,1016,0,96
41905.2083333333,9,3,5,26118,17144,13.09,4.96,0.487,8.8,7.01,6.96,0.004,6.99,8.7,13,1015.7,0,95.7
41905.25,9,3,6,26119,17145,7.21,3.27,0.494,4.82,7.03,7.02,0.001,7.02,8.4,13,1015.4,0,95.4
41905.2916666667,9,3,7,26120,17146,16.81,8.01,0.359,12.5,7.02,6.94,0.006,6.98,8,13,1015,0.1,95
41905.3333333333,9,3,8,26121,17147,20.43,17.7,0.082,18.88,6.93,6.91,0.002,6.92,8,13,1015.3,0.1,94.7
41905.375,9,3,9,26122,17148,21.27,19.68,0.04,20.45,6.92,6.9,0.001,6.91,8,13,1015.6,0.1,94.4
41905.4166666667,9,3,10,26123,17149,21.49,18.91,0.072,20.05,6.91,6.9,0.001,6.9,8,13,1016,0.1,94
41905.4583333333,9,3,11,26124,17150,18.98,17.06,0.059,18.13,6.93,6.91,0.001,6.92,8,14.3,1016,0.1,89
41905.5,9,3,12,26125,17151,16.64,13.94,0.091,15.33,6.95,6.94,0.001,6.94,8,15.6,1016,0.1,84
41905.5416666667,9,3,13,26126,17152,14.85,13.04,0.088,13.65,6.96,6.95,0.001,6.95,8,17,1016,0.1,79
41905.5833333333,9,3,14,26127,17153,17.35,13.18,0.139,15.31,6.94,6.9,0.004,6.92,8.7,17.7,1016,0.1,72
41905.625,9,3,15,26128,17154,20.03,17.3,0.074,18.67,6.88,6.86,0.002,6.87,9.4,18.4,1016,0.1,65
41905.6666666667,9,3,16,26129,17155,17.86,14.07,0.132,15.78,6.92,6.87,0.004,6.9,10,19,1016,0,58
41905.7083333333,9,3,17,26130,17156,14.13,13.02,0.056,13.38,6.93,6.92,0.001,6.93,11.3,19.3,1015.3,0,55
41905.75,9,3,18,26131,17157,18.43,11.95,0.302,14.15,6.94,6.92,0.002,6.93,12.6,19.6,1014.6,0,52
41905.7916666667,9,3,19,26132,17158,13.21,10.87,0.134,11.65,6.95,6.94,0.001,6.94,14,20,1014,0,49
41905.8333333333,9,3,20,26133,17159,13.24,11.57,0.088,12.17,6.94,6.91,0.002,6.93,13.7,18.7,1014.3,0,55
41905.875,9,3,21,26134,17160,15.53,13.19,0.099,14.64,6.91,6.89,0.001,6.9,13.4,17.4,1014.6,0,61
41905.9166666667,9,3,22,26135,17161,15.72,11.58,0.161,13.81,6.94,6.9,0.003,6.92,13,16,1015,0,67
41905.9583333333,9,3,23,26136,17162,12.58,10.66,0.087,11.67,6.97,6.94,0.003,6.95,12.3,14.7,1015.7,0,74.7
41906,9,4,0,26137,17163,14.12,6.4,0.431,9.87,6.98,6.97,0.001,6.97,11.6,13.4,1016.4,0,82.4
41906.0416666667,9,4,1,26138,17164,7.27,6.08,0.113,6.53,6.99,6.98,0.001,6.98,11,12,1017,0,90
41906.0833333333,9,4,2,26139,17165,14.98,6.74,0.399,11.22,6.98,6.96,0.003,6.96,10,11,1017,0,91.3
41906.125,9,4,3,26140,17166,9.02,5.25,0.29,7.4,6.97,6.93,0.003,6.95,9,10,1017,0,92.6
41906.1666666667,9,4,4,26141,17167,15.98,6.55,0.469,12.33,6.95,6.91,0.005,6.92,8,9,1017,0,94
41906.2083333333,9,4,5,26142,17168,18.04,14.17,0.126,16.22,6.92,6.87,0.004,6.89,8.3,8.7,1017,0,94.3
41906.25,9,4,6,26143,17169,15.47,7.09,0.636,9.46,6.93,6.91,0.001,6.92,8.6,8.4,1017,0,94.6
41906.2916666667,9,4,7,26144,17170,15.55,9.27,0.292,13.09,6.93,6.87,0.005,6.9,9,8,1017,0,95
41906.3333333333,9,4,8,26145,17171,21.47,16.74,0.132,19.3,6.86,6.82,0.003,6.84,9,7.7,1017.3,0,95.3
41906.375,9,4,9,26146,17172,22.45,19.22,0.08,20.89,6.84,6.81,0.002,6.82,9,7.4,1017.6,0,95.6
41906.4166666667,9,4,10,26147,17173,20.29,17.18,0.088,18.83,6.86,6.83,0.003,6.84,9,7,1018,0,96
41906.4583333333,9,4,11,26148,17174,18.49,16.96,0.046,17.67,6.87,6.85,0.001,6.86,9.7,9,1018.3,0,85
41906.5,9,4,12,26149,17175,16.47,14.79,0.055,15.62,6.87,6.86,0.001,6.87,10.4,11,1018.6,0,74
41906.5416666667,9,4,13,26150,17176,14.45,12.62,0.069,13.56,6.88,6.86,0.001,6.87,11,13,1019,0,63
41906.5833333333,9,4,14,26151,17177,16.16,12.8,0.134,14.77,6.88,6.84,0.003,6.86,12.3,14.7,1019,0,56
41906.625,9,4,15,26152,17178,19.43,17.22,0.064,18.25,6.83,6.81,0.002,6.82,13.6,16.4,1019,0,49
41906.6666666667,9,4,16,26153,17179,18.21,13.99,0.136,16.03,6.86,6.81,0.004,6.84,15,18,1019,0,42
41906.7083333333,9,4,17,26154,17180,15.51,12.82,0.132,13.7,6.88,6.87,0.002,6.87,16.3,18.3,1018.7,0,43.3
41906.75,9,4,18,26155,17181,12.82,11.72,0.049,12.32,6.89,6.88,0.001,6.88,17.6,18.6,1018.4,0,44.6
41906.7916666667,9,4,19,26156,17182,12.43,11.19,0.061,11.92,6.89,6.89,0,6.89,19,19,1018,0,46
41906.8333333333,9,4,20,26157,17183,14.29,11.22,0.142,12.5,6.89,6.87,0.002,6.88,17.3,18.3,1018.7,0,55
41906.875,9,4,21,26158,17184,16.38,14.28,0.097,14.93,6.87,6.85,0.001,6.86,15.6,17.6,1019.4,0,64
41906.9166666667,9,4,22,26159,17185,15.13,12.71,0.088,13.94,6.88,6.85,0.002,6.87,14,17,1020,0,73
41906.9583333333,9,4,23,26160,17186,11.55,9.62,0.104,10.46,6.91,6.89,0.002,6.91,12.7,16.3,1021,0,80
41907,9,5,0,26161,17187,8.6,5.27,0.31,7.63,6.96,6.93,0.003,6.94,11.4,15.6,1022,0,87
41907.0416666667,9,5,1,26162,17188,5.4,3.9,0.198,4.51,6.97,6.96,0.001,6.96,10,15,1023,0,94
41907.0833333333,9,5,2,26163,17189,12.74,3.76,0.616,9.82,6.98,6.97,0.001,6.97,9.7,12.3,1023,0,95
41907.125,9,5,3,26164,17190,13.72,5.8,0.471,9.33,6.98,6.96,0.001,6.97,9.4,9.6,1023,0,96
41907.1666666667,9,5,4,26165,17191,14.61,7.54,0.477,9.89,6.98,6.94,0.004,6.96,9,7,1023,0,97
41907.2083333333,9,5,5,26166,17192,16.73,10.14,0.309,14.68,6.99,6.94,0.003,6.96,8.7,7.3,1023,0,96.7
41907.25,9,5,6,26167,17193,11.27,3.83,0.916,5.88,7.01,7,0.001,7.01,8.4,7.6,1023,0,96.4
41907.2916666667,9,5,7,26168,17194,17.23,8.64,0.34,13.1,7,6.92,0.006,6.96,8,8,1023,0,96
41907.3333333333,9,5,8,26169,17195,20.64,16.72,0.111,18.81,6.92,6.87,0.005,6.88,7.7,7.3,1023,0,96
41907.375,9,5,9,26170,17196,20.57,19.6,0.024,20.08,6.88,6.86,0.002,6.87,7.4,6.6,1023,0,96
41907.4166666667,9,5,10,26171,17197,20.54,19.48,0.031,19.93,6.86,6.86,0,6.86,7,6,1023,0,96
41907.4583333333,9,5,11,26172,17198,19.02,15.45,0.14,17.95,6.87,6.86,0.002,6.86,7.7,8,1023,0,84.7
41907.5,9,5,12,26173,17199,17.04,13.28,0.15,14.82,6.9,6.88,0.001,6.89,8.4,10,1023,0,73.4
41907.5416666667,9,5,13,26174,17200,13.72,12.3,0.062,13.12,6.92,6.89,0.002,6.9,9,12,1023,0,62
41907.5833333333,9,5,14,26175,17201,16.97,13.05,0.15,15.36,6.91,6.86,0.004,6.88,10,14.3,1022.7,0,53.3
41907.625,9,5,15,26176,17202,20.54,18.61,0.053,19.5,6.84,6.82,0.002,6.83,11,16.6,1022.4,0,44.6
41907.6666666667,9,5,16,26177,17203,19.5,16.16,0.12,17.41,6.87,6.83,0.004,6.86,12,19,1022,0,36
41907.7083333333,9,5,17,26178,17204,16.04,12.44,0.141,14.47,6.9,6.88,0.001,6.89,13,19.3,1021.3,0,37.7
41907.75,9,5,18,26179,17205,13.69,12.11,0.07,13.02,6.91,6.9,0.001,6.91,14,19.6,1020.6,0,39.4
41907.7916666667,9,5,19,26180,17206,13.45,12.59,0.036,13.06,6.92,6.91,0,6.91,15,20,1020,0,41
41907.8333333333,9,5,20,26181,17207,13.62,12.08,0.063,12.89,6.92,6.89,0.002,6.9,14,19,1020.3,0,50.7
41907.875,9,5,21,26182,17208,16.55,13.91,0.092,15.32,6.88,6.86,0.002,6.87,13,18,1020.6,0,60.4
41907.9166666667,9,5,22,26183,17209,16.5,12.67,0.136,14.53,6.9,6.86,0.003,6.88,12,17,1021,0,70
41907.9583333333,9,5,23,26184,17210,12.39,9.86,0.125,11.27,6.94,6.91,0.003,6.93,10.7,16,1021.7,0,76.7
41908,9,6,0,26185,17211,12.39,6.15,0.371,9.04,6.97,6.93,0.002,6.95,9.4,15,1022.4,0,83.4
41908.0416666667,9,6,1,26186,17212,7.49,6.72,0.058,7.07,6.97,6.96,0.001,6.97,8,14,1023,0,90
41908.0833333333,9,6,2,26187,17213,15.82,8.36,0.316,12.23,6.97,6.94,0.003,6.95,7.7,11.7,1023.3,0,91.7
41908.125,9,6,3,26188,17214,14.36,5.7,0.461,9.82,6.95,6.9,0.005,6.92,7.4,9.4,1023.6,0,93.4
41908.1666666667,9,6,4,26189,17215,15.45,7.96,0.328,11.83,6.93,6.86,0.005,6.89,7,7,1024,0,95
41908.2083333333,9,6,5,26190,17216,16,9.55,0.285,13.36,6.9,6.84,0.005,6.87,6.3,6.7,1023.7,0,95
41908.25,9,6,6,26191,17217,14.58,7.39,0.334,10.93,6.91,6.88,0.002,6.89,5.6,6.4,1023.4,0,95
41908.2916666667,9,6,7,26192,17218,17.52,9.06,0.334,13.61,6.91,6.83,0.006,6.87,5,6,1023,0,95
41908.3333333333,9,6,8,26193,17219,21.36,17.41,0.105,19.34,6.83,6.8,0.002,6.82,5.3,5.7,1023.3,0,94.3
41908.375,9,6,9,26194,17220,22.63,20.59,0.055,21.45,6.81,6.8,0.001,6.81,5.6,5.4,1023.6,0,93.6
41908.4166666667,9,6,10,26195,17221,21.19,20.43,0.02,20.77,6.81,6.79,0.002,6.8,6,5,1024,0,93
41908.4583333333,9,6,11,26196,17222,20.86,17.11,0.123,19.5,6.8,6.78,0.001,6.79,5.7,8.3,1024,0,81
41908.5,9,6,12,26197,17223,16.96,14.58,0.087,15.98,6.82,6.79,0.002,6.8,5.4,11.6,1024,0,69
41908.5416666667,9,6,13,26198,17224,15.65,12.54,0.122,14.28,6.82,6.8,0.002,6.81,5,15,1024,0,57
41908.5833333333,9,6,14,26199,17225,17.54,13.44,0.136,15.44,6.82,6.79,0.003,6.81,5.3,17.3,1023.7,0,48.3
41908.625,9,6,15,26200,17226,20.27,17.42,0.079,18.91,6.78,6.75,0.002,6.76,5.6,19.6,1023.4,0,39.6
41908.6666666667,9,6,16,26201,17227,18.75,16.65,0.072,17.49,6.8,6.76,0.004,6.79,6,22,1023,0,31
41908.7083333333,9,6,17,26202,17228,15.42,14.27,0.051,15.04,6.82,6.81,0.001,6.82,6.7,22.3,1022.3,0,30
41908.75,9,6,18,26203,17229,14.84,12.65,0.082,13.77,6.83,6.81,0.001,6.82,7.4,22.6,1021.6,0,29
41908.7916666667,9,6,19,26204,17230,12.99,11.26,0.087,12.33,6.86,6.82,0.003,6.84,8,23,1021,0,28
41908.8333333333,9,6,20,26205,17231,12.04,11.49,0.026,11.73,6.86,6.85,0.001,6.85,8.3,22.3,1021,0,35.3
41908.875,9,6,21,26206,17232,12.8,12.11,0.03,12.43,6.85,6.84,0.001,6.85,8.6,21.6,1021,0,42.6
41908.9166666667,9,6,22,26207,17233,13.51,10.92,0.107,12.23,6.88,6.84,0.003,6.86,9,21,1021,0,50
41908.9583333333,9,6,23,26208,17234,10.49,9.31,0.064,9.85,6.9,6.88,0.002,6.89,8.7,20,1021.3,0,57
41909,9,7,0,26209,17235,9.8,6.97,0.208,8.8,6.94,6.91,0.002,6.92,8.4,19,1021.6,0,64
41909.0416666667,9,7,1,26210,17236,7.46,4.81,0.258,5.93,6.96,6.93,0.002,6.95,8,18,1022,0,71
41909.0833333333,9,7,2,26211,17237,11.09,4.9,0.465,9.16,6.98,6.96,0.001,6.97,7.7,15,1022.3,0,73.7
41909.125,9,7,3,26212,17238,9.76,3.59,0.467,6.66,6.99,6.98,0.001,6.99,7.4,12,1022.6,0,76.4
41909.1666666667,9,7,4,26213,17239,9.76,3.33,0.854,5.26,7.02,7,0.001,7.01,7,9,1023,0,79
41909.2083333333,9,7,5,26214,17240,10.22,7.79,0.149,8.89,7.02,7.01,0.001,7.02,7,8.7,1022.7,0,78.3
41909.25,9,7,6,26215,17241,11.76,4.36,0.727,6.81,7.03,7.02,0.001,7.02,7,8.4,1022.4,0,77.6
41909.2916666667,9,7,7,26216,17242,7.16,4.52,0.228,5.83,7.03,7.01,0.001,7.02,7,8,1022,0,77
41909.3333333333,9,7,8,26217,17243,15.35,7.97,0.318,11.69,7.01,6.96,0.004,6.99,7,8,1022,0,74.7
41909.375,9,7,9,26218,17244,22.96,17.42,0.148,20.44,6.94,6.87,0.006,6.91,7,8,1022,0,72.4
41909.4166666667,9,7,10,26219,17245,24.45,22.95,0.035,23.78,6.86,6.82,0.003,6.84,7,8,1022,0,70
41909.4583333333,9,7,11,26220,17246,23.74,20.16,0.097,22.32,6.84,6.82,0.002,6.83,7.3,11,1022,0,60.3
41909.5,9,7,12,26221,17247,19.87,16.75,0.086,18.33,6.87,6.85,0.002,6.86,7.6,14,1022,0,50.6
41909.5416666667,9,7,13,26222,17248,15.49,14.33,0.042,14.86,6.9,6.88,0.001,6.89,8,17,1022,0,41
41909.5833333333,9,7,14,26223,17249,14.34,12.83,0.061,13.51,6.9,6.89,0.001,6.9,8.7,19.3,1021.3,0,37.3
41909.625,9,7,15,26224,17250,16.56,13.52,0.13,14.65,6.89,6.88,0.001,6.89,9.4,21.6,1020.6,0,33.6
41909.6666666667,9,7,16,26225,17251,15.78,11.94,0.167,13.52,6.91,6.88,0.003,6.9,10,24,1020,0,30
41909.7083333333,9,7,17,26226,17252,13.91,10.65,0.172,11.87,6.93,6.91,0.002,6.92,9.7,24.3,1019.3,0,30
41909.75,9,7,18,26227,17253,12.33,10.76,0.069,11.54,6.93,6.92,0.001,6.92,9.4,24.6,1018.6,0,30
41909.7916666667,9,7,19,26228,17254,11.62,10.57,0.048,11.1,6.95,6.94,0.001,6.94,9,25,1018,0,30
41909.8333333333,9,7,20,26229,17255,12.5,10.26,0.14,10.97,6.95,6.94,0.001,6.95,8,24,1018.3,0,36.7
41909.875,9,7,21,26230,17256,11.97,10.68,0.059,11.29,6.94,6.93,0.001,6.94,7,23,1018.6,0,43.4
41909.9166666667,9,7,22,26231,17257,12.72,9.61,0.158,10.99,6.95,6.93,0.001,6.94,6,22,1019,0,50
41909.9583333333,9,7,23,26232,17258,10.76,9.56,0.071,10.05,6.96,6.95,0.001,6.95,7.3,20.7,1019.3,0,52.7
41910,9,1,0,26233,17259,9.49,7.42,0.141,8.32,6.98,6.96,0.001,6.97,8.6,19.4,1019.6,0,55.4
41910.0416666667,9,1,1,26234,17260,6.95,5.11,0.202,5.78,7,6.98,0.001,6.99,10,18,1020,0.1,58
41910.0833333333,9,1,2,26235,17261,11.9,4.75,0.483,9.2,7.01,7,0.001,7,10,16,1020.3,0.1,61.7
41910.125,9,1,3,26236,17262,10.05,3.99,0.436,7.07,7.03,7.01,0.001,7.02,10,14,1020.6,0.1,65.4
41910.1666666667,9,1,4,26237,17263,10.13,3.4,0.522,6.66,7.05,7.03,0.001,7.04,10,12,1021,0,69
41910.2083333333,9,1,5,26238,17264,11.97,7.75,0.267,9.44,7.05,7.05,0,7.05,9.3,12,1021,0,72.3
41910.25,9,1,6,26239,17265,4.47,3.41,0.18,3.79,7.07,7.06,0,7.07,8.6,12,1021,0,75.6
41910.2916666667,9,1,7,26240,17266,5.27,4.39,0.095,4.85,7.07,7.07,0,7.07,8,12,1021,0,79
41910.3333333333,9,1,8,26241,17267,10.49,5.23,0.36,7.71,7.07,7.04,0.002,7.06,7.7,11.7,1021,0,82.3
41910.375,9,1,9,26242,17268,19.02,11.3,0.256,15.14,7.04,6.98,0.005,7.01,7.4,11.4,1021,0,85.6
41910.4166666667,9,1,10,26243,17269,21.83,18.52,0.112,19.63,6.97,6.93,0.003,6.95,7,11,1021,0,89
41910.4583333333,9,1,11,26244,17270,22.77,19.21,0.1,20.71,6.93,6.91,0.002,6.92,7.3,13.7,1021,0,81
41910.5,9,1,12,26245,17271,19.08,17.33,0.053,18.3,6.95,6.92,0.002,6.93,7.6,16.4,1021,0,73
41910.5416666667,9,1,13,26246,17272,16.92,14.57,0.079,15.69,6.97,6.95,0.002,6.96,8,19,1021,0,65
41910.5833333333,9,1,14,26247,17273,15.24,13.09,0.109,13.74,6.98,6.97,0.001,6.98,9.3,20,1021,0,60.7
41910.625,9,1,15,26248,17274,15.31,13.22,0.078,14.2,6.98,6.98,0,6.98,10.6,21,1021,0,56.4
41910.6666666667,9,1,16,26249,17275,14.47,12.08,0.104,13.1,7.01,6.98,0.003,7,12,22,1021,0.1,52
41910.7083333333,9,1,17,26250,17276,12.16,11.2,0.057,11.87,7.02,7.01,0.001,7.02,11,22,1020.3,0.1,50.7
41910.75,9,1,18,26251,17277,12.58,10.73,0.088,11.56,7.02,7.01,0.001,7.02,10,22,1019.6,0.1,49.4
41910.7916666667,9,1,19,26252,17278,12.78,11.56,0.055,12.11,7.02,7.01,0.001,7.02,9,22,1019,0,48
